20130101;0;1811;30;93.2;25;19
20130101;2;5982;22;105.5;35;9
20130101;2;200;5;20.5;25;11
20130101;11;1916;21;54.6;33;8
20130101;67;9016;23;63.9;24;7
20130101;78;651;29;101.0;32;11
20130101;81;858;1;1.2;26;10
20130101;88;377;31;60.7;25;7
20130101;89;6824;11;117.8;29;5
20130101;105;1611;28;54.3;16;6
20130101;109;4993;29;102.5;27;13
20130101;109;271;7;23.6;36;14
20130101;119;9621;4;6.4;17;8
20130101;172;5283;34;95.9;28;9
20130101;196;5857;28;130.0;29;12
20130101;200;2;33;103.3;28;9
20130101;201;1843;25;47.2;38;12
20130101;204;216;32;86.9;23;8
20130101;216;204;8;9.0;25;13
20130101;217;1014;3;2.9;25;10
20130101;234;703;8;18.4;32;17
20130101;236;8739;24;347.1;39;11
20130101;242;386;7;6.8;36;10
20130101;250;7932;28;29.7;49;12
20130101;262;4526;23;37.9;31;10
20130101;265;864;25;44.7;39;15
20130101;268;3608;32;36.4;27;4
20130101;269;802;41;1277.3;30;10
20130101;271;109;25;161.9;35;12
20130101;284;8420;25;122.4;23;6
20130101;287;6476;39;124.2;25;12
20130101;296;457;4;7.8;21;7
20130101;298;7240;31;67.1;34;8
20130101;299;679;23;1104.4;35;14
20130101;305;6235;32;70.4;22;5
20130101;307;1652;24;87.7;27;11
20130101;316;408;34;69.4;34;12
20130101;330;7047;35;71.1;35;9
20130101;332;5397;39;76.0;30;6
20130101;334;2245;24;66.9;28;12
20130101;338;1828;29;60.3;28;10
20130101;353;8938;33;91.3;19;12
20130101;356;3972;31;86.2;21;9
20130101;356;1709;32;118.9;23;14
20130101;356;344;38;192.8;32;8
20130101;362;946;6;13.9;35;4
20130101;377;88;3;1.8;16;12
20130101;386;242;34;264.1;29;15
20130101;388;514;30;82.4;46;12
20130101;389;5728;5;50.8;26;15
20130101;396;2941;29;129.2;31;10
20130101;404;3388;41;75.9;24;10
20130101;432;210;31;57.6;25;11
20130101;437;4161;35;116.0;28;8
20130101;447;3426;29;175.9;32;5
20130101;457;296;33;46.5;35;10
20130101;477;8864;36;80.9;35;7
20130101;479;1861;33;73.2;29;7
20130101;532;7022;5;15.0;33;12
20130101;536;384;30;871.6;22;13
20130101;556;5477;26;40.5;32;8
20130101;594;3888;25;46.9;29;10
20130101;602;9760;30;62.4;26;15
20130101;605;8355;30;148.6;29;16
20130101;626;2879;39;116.8;39;4
20130101;639;8920;32;134.0;28;8
20130101;640;9031;33;35.2;32;6
20130101;672;3291;3;18.6;24;4
20130101;679;299;10;69.1;32;7
20130101;701;5740;0;0.0;32;16
20130101;703;234;35;2284.5;39;12
20130101;746;1559;31;73.2;25;10
20130101;749;385;28;529.6;38;8
20130101;760;2724;31;78.3;17;13
20130101;779;5084;28;310.6;33;8
20130101;788;1024;20;101.8;35;8
20130101;816;702;35;416.1;31;12
20130101;818;1763;31;218.5;34;10
20130101;843;469;31;189.0;33;9
20130101;858;81;41;88.8;35;9
20130101;862;260;28;122.3;32;10
20130101;866;871;40;93.7;32;9
20130101;917;1976;31;71.2;26;4
20130101;934;6267;26;46.2;29;14
20130101;946;362;34;106.5;33;8
20130101;962;8000;21;50.9;34;8
20130101;1014;217;40;1605.5;36;6
20130101;1024;788;7;8.6;18;7
20130101;1043;2839;5;5.0;26;10
20130101;1074;1238;4;10.0;21;13
20130101;1077;6450;30;121.5;29;5
20130101;1155;9398;3;12.6;17;11
20130101;1185;5129;2;12.8;27;8
20130101;1202;2277;31;17526.2;28;12
20130101;1216;8045;30;38.7;29;7
20130101;1237;3457;30;55.5;26;9
20130101;1238;1074;34;41.2;33;11
20130101;1313;6516;20;30.0;28;7
20130101;1320;8058;5;10.1;22;12
20130101;1339;3669;25;125.9;29;13
20130101;1351;9073;41;131.6;27;12
20130101;1363;6709;30;69.1;27;12
20130101;1363;178;23;73.5;22;13
20130101;1368;5246;32;134.0;29;12
20130101;1374;5158;4;1.7;29;13
20130101;1419;95;29;34.0;32;8
20130101;1438;4826;33;116.2;31;12
20130101;1450;4429;9;7.9;25;6
20130101;1480;3485;22;35.9;33;8
20130101;1496;9696;18;67.1;33;8
20130101;1545;8744;36;149.7;35;10
20130101;1559;746;5;9.8;23;7
20130101;1601;4910;29;61.1;32;10
20130101;1652;307;2;23.3;24;10
20130101;1679;5948;26;63.9;29;10
20130101;1698;1867;30;94.7;31;8
20130101;1709;356;4;11.7;24;4
20130101;1722;1189;32;175.8;35;6
20130101;1731;2504;27;144.4;32;8
20130101;1763;818;6;20.7;20;12
20130101;1809;8985;35;154.6;31;18
20130101;1810;570;36;72.1;36;5
20130101;1861;479;4;2.1;24;6
20130101;1867;1698;2;1.4;17;11
20130101;1907;4642;41;66.1;18;11
20130101;1926;9372;36;168.6;22;8
20130101;1929;9836;6;42.1;19;8
20130101;1948;3053;24;222.0;27;9
20130101;1962;2668;28;44.0;32;7
20130101;1972;9470;39;109.8;27;14
20130101;1995;2507;27;50.0;21;8
20130101;2013;7325;26;64.2;30;14
20130101;2101;7018;22;112.0;20;8
20130101;2143;5089;30;34.5;18;6
20130101;2169;5036;32;156.0;29;14
20130101;2187;1265;37;96.8;31;15
20130101;2205;3653;29;83.7;25;18
20130101;2222;4758;3;26.1;28;10
20130101;2245;334;2;3.9;18;10
20130101;2297;4807;7;17.5;25;4
20130101;2300;2127;24;129.8;26;16
20130101;2310;1943;28;65.7;27;15
20130101;2415;8347;2;8.5;26;9
20130101;2428;7821;4;5.1;33;3
20130101;2441;3881;28;82.3;32;11
20130101;2504;1731;4;15.1;25;3
20130101;2526;7100;31;105.8;35;9
20130101;2668;1962;7;18.9;25;8
20130101;2676;7973;6;19.0;23;7
20130101;2741;8543;4;3.8;30;12
20130101;2752;4322;29;98.7;26;5
20130101;2816;3808;4;4.3;29;5
20130101;2839;1043;27;161.7;37;11
20130101;2900;442;23;46.4;31;11
20130101;2912;6490;25;941.4;28;13
20130101;2928;3561;25;39.0;32;10
20130101;2941;396;4;11.4;25;11
20130101;2960;365;28;57.7;19;8
20130101;2967;3746;4;4.6;24;12
20130101;3053;1948;3;3.8;26;11
20130101;3117;1239;31;450.1;29;7
20130101;3134;7086;22;101.4;22;12
20130101;3196;6993;28;161.3;21;11
20130101;3253;3340;7;14.0;25;11
20130101;3283;424;27;678.0;29;9
